Item_Type,Item_MRP,Outlet_Identifier,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
Frozen Foods,198.4426,OUT046,Tier 1,Supermarket Type1,5536.7928
Household,168.4474,OUT045,Tier 2,Supermarket Type1,2358.2636
Baking Goods,144.3444,OUT017,Tier 2,Supermarket Type1,3483.4656
Fruits and Vegetables,122.8388,OUT027,Tier 3,Supermarket Type3,2972.1312
Soft Drinks,246.1486,OUT017,Tier 2,Supermarket Type1,5375.6692
Snack Foods,220.7482,OUT049,Tier 1,Supermarket Type1,4380.964
Fruits and Vegetables,96.2094,OUT049,Tier 1,Supermarket Type1,952.094
Hard Drinks,153.8682,OUT035,Tier 2,Supermarket Type1,1829.6184
Health and Hygiene,39.1506,OUT017,Tier 2,Supermarket Type1,1480.0734
Hard Drinks,188.4872,OUT018,Tier 3,Supermarket Type2,3592.6568
Frozen Foods,215.1192,OUT045,Tier 2,Supermarket Type1,2157.192
Meat,96.6094,OUT027,Tier 3,Supermarket Type3,2189.8162
Others,123.773,OUT046,Tier 1,Supermarket Type1,3325.671
Household,95.741,OUT046,Tier 1,Supermarket Type1,965.41
Meat,52.3324,OUT027,Tier 3,Supermarket Type3,1298.31
Snack Foods,157.663,OUT049,Tier 1,Supermarket Type1,2659.871
Fruits and Vegetables,103.699,OUT010,Tier 3,Grocery Store,412.796
Frozen Foods,109.1254,OUT017,Tier 2,Supermarket Type1,1627.881
Soft Drinks,153.4998,OUT018,Tier 3,Supermarket Type2,2922.1962
Snack Foods,100.8332,OUT045,Tier 2,Supermarket Type1,1537.998
Health and Hygiene,37.0874,OUT035,Tier 2,Supermarket Type1,423.4488
Fruits and Vegetables,163.221,OUT019,Tier 1,Grocery Store,326.242
Household,193.1162,OUT017,Tier 2,Supermarket Type1,2501.4106
Baking Goods,103.8332,OUT013,Tier 3,Supermarket Type1,1743.0644
Health and Hygiene,65.9168,OUT013,Tier 3,Supermarket Type1,958.752
Baking Goods,195.0136,OUT010,Tier 3,Grocery Store,194.4136
Soft Drinks,226.172,OUT035,Tier 2,Supermarket Type1,3848.324
Meat,260.7936,OUT045,Tier 2,Supermarket Type1,4697.8848
Dairy,74.2012,OUT027,Tier 3,Supermarket Type3,1290.3204
Dairy,60.1536,OUT013,Tier 3,Supermarket Type1,1102.5648
Fruits and Vegetables,216.9166,OUT019,Tier 1,Grocery Store,217.7166
Fruits and Vegetables,194.282,OUT018,Tier 3,Supermarket Type2,1544.656
Canned,103.699,OUT017,Tier 2,Supermarket Type1,1651.184
Health and Hygiene,122.473,OUT035,Tier 2,Supermarket Type1,1354.903
Baking Goods,183.095,OUT046,Tier 1,Supermarket Type1,5492.85
Breakfast,54.5614,OUT027,Tier 3,Supermarket Type3,1713.1034
Canned,87.4172,OUT010,Tier 3,Grocery Store,178.4344
Snack Foods,98.241,OUT035,Tier 2,Supermarket Type1,1930.82
Fruits and Vegetables,122.3756,OUT017,Tier 2,Supermarket Type1,2544.6876
Health and Hygiene,116.9492,OUT013,Tier 3,Supermarket Type1,1969.4364
Dairy,155.963,OUT027,Tier 3,Supermarket Type3,4537.427
Health and Hygiene,108.3938,OUT049,Tier 1,Supermarket Type1,2787.0388
Breads,177.637,OUT049,Tier 1,Supermarket Type1,3352.303
Snack Foods,166.2816,OUT013,Tier 3,Supermarket Type1,2516.724
Baking Goods,185.324,OUT035,Tier 2,Supermarket Type1,3728.48
Snack Foods,184.495,OUT027,Tier 3,Supermarket Type3,7873.085
Household,117.0124,OUT046,Tier 1,Supermarket Type1,1540.6612
Snack Foods,50.9666,OUT017,Tier 2,Supermarket Type1,717.7324
Fruits and Vegetables,133.5284,OUT010,Tier 3,Grocery Store,263.6568
Dairy,37.4506,OUT045,Tier 2,Supermarket Type1,1062.6168
Dairy,44.2744,OUT035,Tier 2,Supermarket Type1,588.5672
Frozen Foods,131.531,OUT045,Tier 2,Supermarket Type1,1428.141
Snack Foods,94.841,OUT010,Tier 3,Grocery Store,193.082
Household,168.679,OUT027,Tier 3,Supermarket Type3,4923.591
Snack Foods,89.5856,OUT046,Tier 1,Supermarket Type1,1494.0552
Frozen Foods,86.5566,OUT049,Tier 1,Supermarket Type1,1183.7924
Soft Drinks,64.7168,OUT027,Tier 3,Supermarket Type3,3068.0064
Household,106.9964,OUT035,Tier 2,Supermarket Type1,1788.3388
Dairy,43.7086,OUT027,Tier 3,Supermarket Type3,1293.6494
Household,93.2462,OUT013,Tier 3,Supermarket Type1,1018.0082
Breads,110.157,OUT027,Tier 3,Supermarket Type3,2306.997
Frozen Foods,32.9558,OUT018,Tier 3,Supermarket Type2,101.8674
Dairy,194.1794,OUT035,Tier 2,Supermarket Type1,3316.3498
Baking Goods,197.211,OUT013,Tier 3,Supermarket Type1,3535.398
Baking Goods,165.3184,OUT049,Tier 1,Supermarket Type1,1651.184
Fruits and Vegetables,225.172,OUT045,Tier 2,Supermarket Type1,452.744
Frozen Foods,237.7906,OUT035,Tier 2,Supermarket Type1,1188.453
Fruits and Vegetables,37.4506,OUT017,Tier 2,Supermarket Type1,796.9626
Snack Foods,156.663,OUT045,Tier 2,Supermarket Type1,2816.334
Breakfast,173.8712,OUT018,Tier 3,Supermarket Type2,4570.0512
Household,147.5392,OUT046,Tier 1,Supermarket Type1,2684.5056
Dairy,36.1874,OUT046,Tier 1,Supermarket Type1,423.4488
Snack Foods,74.0038,OUT013,Tier 3,Supermarket Type1,1034.6532
Health and Hygiene,95.9094,OUT046,Tier 1,Supermarket Type1,2285.0256
Fruits and Vegetables,188.0872,OUT018,Tier 3,Supermarket Type2,2458.1336
Seafood,107.5596,OUT010,Tier 3,Grocery Store,431.4384
Health and Hygiene,145.976,OUT019,Tier 1,Grocery Store,585.904
Household,57.8562,OUT045,Tier 2,Supermarket Type1,651.8182
Household,139.7496,OUT013,Tier 3,Supermarket Type1,3952.1888
Baking Goods,167.25,OUT018,Tier 3,Supermarket Type2,1830.95
Health and Hygiene,140.9154,OUT045,Tier 2,Supermarket Type1,1134.5232
Meat,197.711,OUT027,Tier 3,Supermarket Type3,4910.275
Household,255.0014,OUT045,Tier 2,Supermarket Type1,5865.0322
Fruits and Vegetables,148.2418,OUT049,Tier 1,Supermarket Type1,1618.5598
Dairy,175.1028,OUT049,Tier 1,Supermarket Type1,1593.9252
Canned,88.5172,OUT018,Tier 3,Supermarket Type2,2408.8644
Breakfast,183.0292,OUT027,Tier 3,Supermarket Type3,8209.314
Breads,228.5668,OUT027,Tier 3,Supermarket Type3,3225.1352
Frozen Foods,34.3558,OUT046,Tier 1,Supermarket Type1,271.6464
Health and Hygiene,143.4154,OUT013,Tier 3,Supermarket Type1,3545.385
Baking Goods,141.947,OUT013,Tier 3,Supermarket Type1,4008.116
Health and Hygiene,255.3672,OUT046,Tier 1,Supermarket Type1,767.0016
Dairy,55.8298,OUT035,Tier 2,Supermarket Type1,485.3682
Fruits and Vegetables,233.3642,OUT013,Tier 3,Supermarket Type1,3950.1914
Meat,196.8426,OUT019,Tier 1,Grocery Store,593.2278
Soft Drinks,91.912,OUT017,Tier 2,Supermarket Type1,559.272
Starchy Foods,64.3168,OUT010,Tier 3,Grocery Store,127.8336
Snack Foods,64.951,OUT046,Tier 1,Supermarket Type1,1644.526
Others,78.6618,OUT019,Tier 1,Grocery Store,80.5618
Snack Foods,90.2514,OUT013,Tier 3,Supermarket Type1,974.0654
Fruits and Vegetables,192.0478,OUT049,Tier 1,Supermarket Type1,1549.9824
Frozen Foods,131.531,OUT035,Tier 2,Supermarket Type1,2856.282
Household,124.6362,OUT046,Tier 1,Supermarket Type1,3900.9222
Canned,227.6352,OUT045,Tier 2,Supermarket Type1,2748.4224
Fruits and Vegetables,177.1054,OUT017,Tier 2,Supermarket Type1,3151.8972
Health and Hygiene,125.073,OUT010,Tier 3,Grocery Store,369.519
Starchy Foods,47.806,OUT017,Tier 2,Supermarket Type1,1071.938
Canned,155.0972,OUT049,Tier 1,Supermarket Type1,3894.93
Household,196.9084,OUT010,Tier 3,Grocery Store,595.2252
Dairy,89.4172,OUT017,Tier 2,Supermarket Type1,2498.0816
Others,192.2478,OUT018,Tier 3,Supermarket Type2,4068.7038
Household,250.7724,OUT019,Tier 1,Grocery Store,251.6724
Frozen Foods,77.6302,OUT046,Tier 1,Supermarket Type1,950.7624
Baking Goods,158.8604,OUT046,Tier 1,Supermarket Type1,2693.8268
Fruits and Vegetables,171.7106,OUT045,Tier 2,Supermarket Type1,1711.106
Meat,48.8376,OUT049,Tier 1,Supermarket Type1,1294.3152
Snack Foods,49.8008,OUT017,Tier 2,Supermarket Type1,759.012
Soft Drinks,86.6198,OUT027,Tier 3,Supermarket Type3,2529.3742
Meat,102.3648,OUT018,Tier 3,Supermarket Type2,1557.972
Canned,141.8496,OUT013,Tier 3,Supermarket Type1,2399.5432
Snack Foods,210.8612,OUT035,Tier 2,Supermarket Type1,1254.3672
Canned,215.7218,OUT018,Tier 3,Supermarket Type2,1923.4962
Canned,184.0924,OUT019,Tier 1,Grocery Store,555.2772
Household,123.3414,OUT027,Tier 3,Supermarket Type3,4751.8146
Baking Goods,122.2072,OUT027,Tier 3,Supermarket Type3,3552.7088
Snack Foods,160.6236,OUT018,Tier 3,Supermarket Type2,1611.236
Others,163.621,OUT010,Tier 3,Grocery Store,815.605
Fruits and Vegetables,179.5976,OUT018,Tier 3,Supermarket Type2,2173.1712
Baking Goods,177.637,OUT045,Tier 2,Supermarket Type1,4234.488
Health and Hygiene,121.373,OUT019,Tier 1,Grocery Store,369.519
Health and Hygiene,164.6526,OUT019,Tier 1,Grocery Store,657.8104
Breads,33.8874,OUT010,Tier 3,Grocery Store,35.2874
Health and Hygiene,39.7506,OUT018,Tier 3,Supermarket Type2,227.7036
Snack Foods,63.1168,OUT010,Tier 3,Grocery Store,191.7504
Baking Goods,149.6708,OUT010,Tier 3,Grocery Store,300.9416
Dairy,166.1158,OUT017,Tier 2,Supermarket Type1,1169.8106
Breakfast,232.7326,OUT018,Tier 3,Supermarket Type2,3696.5216
Frozen Foods,139.5838,OUT018,Tier 3,Supermarket Type2,4495.4816
Canned,49.8008,OUT010,Tier 3,Grocery Store,303.6048
Household,258.9962,OUT010,Tier 3,Grocery Store,258.9962
Breads,198.3742,OUT018,Tier 3,Supermarket Type2,2587.9646
Dairy,86.1856,OUT013,Tier 3,Supermarket Type1,1494.0552
Frozen Foods,96.0094,OUT045,Tier 2,Supermarket Type1,1713.7692
Snack Foods,85.1908,OUT017,Tier 2,Supermarket Type1,671.1264
Fruits and Vegetables,57.1904,OUT049,Tier 1,Supermarket Type1,1640.5312
Frozen Foods,91.0488,OUT018,Tier 3,Supermarket Type2,1629.8784
Breakfast,90.5804,OUT018,Tier 3,Supermarket Type2,183.7608
Frozen Foods,263.791,OUT049,Tier 1,Supermarket Type1,4996.829
Snack Foods,139.818,OUT046,Tier 1,Supermarket Type1,1398.18
Fruits and Vegetables,218.7508,OUT045,Tier 2,Supermarket Type1,3255.762
Health and Hygiene,237.759,OUT049,Tier 1,Supermarket Type1,3545.385
Fruits and Vegetables,182.0976,OUT027,Tier 3,Supermarket Type3,6157.3184
Fruits and Vegetables,116.5466,OUT045,Tier 2,Supermarket Type1,2828.3184
Snack Foods,91.7146,OUT013,Tier 3,Supermarket Type1,2462.7942
Fruits and Vegetables,172.0764,OUT013,Tier 3,Supermarket Type1,4466.1864
Dairy,117.4782,OUT035,Tier 2,Supermarket Type1,2026.0294
Frozen Foods,82.8592,OUT018,Tier 3,Supermarket Type2,1733.7432
Fruits and Vegetables,123.9046,OUT018,Tier 3,Supermarket Type2,1120.5414
Snack Foods,207.2612,OUT046,Tier 1,Supermarket Type1,4390.2852
Baking Goods,92.4462,OUT019,Tier 1,Grocery Store,185.0924
Fruits and Vegetables,109.5228,OUT045,Tier 2,Supermarket Type1,994.7052
Seafood,184.6582,OUT046,Tier 1,Supermarket Type1,5015.4714
Soft Drinks,145.8128,OUT035,Tier 2,Supermarket Type1,2444.8176
Fruits and Vegetables,170.5422,OUT045,Tier 2,Supermarket Type1,1551.9798
Fruits and Vegetables,238.6564,OUT013,Tier 3,Supermarket Type1,3575.346
Dairy,96.041,OUT013,Tier 3,Supermarket Type1,868.869
Health and Hygiene,129.6626,OUT017,Tier 2,Supermarket Type1,1836.2764
Canned,82.5908,OUT013,Tier 3,Supermarket Type1,1510.0344
Canned,55.264,OUT027,Tier 3,Supermarket Type3,1544.656
Snack Foods,62.9168,OUT045,Tier 2,Supermarket Type1,1406.1696
Canned,219.7456,OUT019,Tier 1,Grocery Store,884.1824
Breads,102.9332,OUT013,Tier 3,Supermarket Type1,1845.5976
Frozen Foods,261.2594,OUT010,Tier 3,Grocery Store,1046.6376
Household,144.1102,OUT049,Tier 1,Supermarket Type1,1749.7224
Canned,84.6908,OUT027,Tier 3,Supermarket Type3,3691.1952
Breads,138.7838,OUT010,Tier 3,Grocery Store,280.9676
Snack Foods,177.4028,OUT046,Tier 1,Supermarket Type1,3896.2616
Hard Drinks,179.166,OUT046,Tier 1,Supermarket Type1,3056.022
Frozen Foods,194.7452,OUT027,Tier 3,Supermarket Type3,5872.356
Household,145.6418,OUT013,Tier 3,Supermarket Type1,3384.2614
Baking Goods,78.2328,OUT027,Tier 3,Supermarket Type3,1004.0264
Snack Foods,262.891,OUT019,Tier 1,Grocery Store,788.973
Snack Foods,156.163,OUT046,Tier 1,Supermarket Type1,2816.334
Dairy,145.3128,OUT045,Tier 2,Supermarket Type1,1869.5664
Fruits and Vegetables,163.1526,OUT035,Tier 2,Supermarket Type1,1808.9786
Snack Foods,55.4588,OUT018,Tier 3,Supermarket Type2,343.5528
Frozen Foods,54.9298,OUT049,Tier 1,Supermarket Type1,1348.245
Dairy,51.435,OUT017,Tier 2,Supermarket Type1,499.35
Snack Foods,112.1228,OUT049,Tier 1,Supermarket Type1,1215.7508
Snack Foods,253.3724,OUT018,Tier 3,Supermarket Type2,755.0172
Health and Hygiene,193.1162,OUT049,Tier 1,Supermarket Type1,2693.8268
Frozen Foods,60.1536,OUT049,Tier 1,Supermarket Type1,490.0288
Fruits and Vegetables,149.1366,OUT049,Tier 1,Supermarket Type1,4231.8248
Health and Hygiene,149.2708,OUT017,Tier 2,Supermarket Type1,2407.5328
Frozen Foods,260.2278,OUT018,Tier 3,Supermarket Type2,4165.2448
Health and Hygiene,86.4224,OUT017,Tier 2,Supermarket Type1,511.3344
Health and Hygiene,56.493,OUT035,Tier 2,Supermarket Type1,509.337
Household,98.57,OUT035,Tier 2,Supermarket Type1,2496.75
Dairy,196.1794,OUT049,Tier 1,Supermarket Type1,2926.191
Others,50.2666,OUT018,Tier 3,Supermarket Type2,820.2656
Baking Goods,195.711,OUT027,Tier 3,Supermarket Type3,5499.508
Fruits and Vegetables,48.3034,OUT046,Tier 1,Supermarket Type1,777.6544
Soft Drinks,263.391,OUT035,Tier 2,Supermarket Type1,6311.784
Snack Foods,161.0236,OUT013,Tier 3,Supermarket Type1,3705.8428
Canned,108.0254,OUT035,Tier 2,Supermarket Type1,759.6778
Fruits and Vegetables,165.5526,OUT018,Tier 3,Supermarket Type2,1973.4312
Meat,195.111,OUT017,Tier 2,Supermarket Type1,3731.809
Hard Drinks,153.8998,OUT049,Tier 1,Supermarket Type1,2922.1962
Health and Hygiene,163.0526,OUT017,Tier 2,Supermarket Type1,2302.3364
Fruits and Vegetables,92.0462,OUT019,Tier 1,Grocery Store,277.6386
Soft Drinks,142.0154,OUT018,Tier 3,Supermarket Type2,850.8924
Canned,139.2496,OUT027,Tier 3,Supermarket Type3,1976.0944
Dairy,163.5526,OUT046,Tier 1,Supermarket Type1,2302.3364
Snack Foods,110.657,OUT019,Tier 1,Grocery Store,659.142
Breads,126.9994,OUT017,Tier 2,Supermarket Type1,1798.9916
Household,142.247,OUT045,Tier 2,Supermarket Type1,2004.058
Soft Drinks,167.3158,OUT035,Tier 2,Supermarket Type1,1838.2738
Snack Foods,96.9068,OUT017,Tier 2,Supermarket Type1,1458.102
Health and Hygiene,140.4838,OUT045,Tier 2,Supermarket Type1,1685.8056
Breads,87.6856,OUT046,Tier 1,Supermarket Type1,1494.0552
Hard Drinks,39.2506,OUT010,Tier 3,Grocery Store,75.9012
Soft Drinks,261.291,OUT019,Tier 1,Grocery Store,788.973
Hard Drinks,161.8578,OUT018,Tier 3,Supermarket Type2,3530.0716
Dairy,198.7426,OUT017,Tier 2,Supermarket Type1,1186.4556
Dairy,115.3176,OUT049,Tier 1,Supermarket Type1,572.588
Snack Foods,113.3544,OUT018,Tier 3,Supermarket Type2,3467.4864
Frozen Foods,188.9898,OUT035,Tier 2,Supermarket Type1,4303.0654
Fruits and Vegetables,223.0088,OUT049,Tier 1,Supermarket Type1,671.1264
Frozen Foods,79.0302,OUT027,Tier 3,Supermarket Type3,1901.5248
Snack Foods,83.4908,OUT045,Tier 2,Supermarket Type1,503.3448
Health and Hygiene,94.6436,OUT027,Tier 3,Supermarket Type3,4065.3748
Fruits and Vegetables,90.4172,OUT018,Tier 3,Supermarket Type2,1249.0408
Dairy,45.3718,OUT045,Tier 2,Supermarket Type1,614.5334
Snack Foods,51.5008,OUT018,Tier 3,Supermarket Type2,607.2096
Baking Goods,178.137,OUT045,Tier 2,Supermarket Type1,3175.866
Fruits and Vegetables,50.8692,OUT017,Tier 2,Supermarket Type1,788.3072
Baking Goods,78.5328,OUT035,Tier 2,Supermarket Type1,695.0952
Fruits and Vegetables,253.7382,OUT017,Tier 2,Supermarket Type1,2271.0438
Breads,85.5566,OUT049,Tier 1,Supermarket Type1,1860.2452
Dairy,240.6222,OUT013,Tier 3,Supermarket Type1,2868.2664
Baking Goods,75.5354,OUT017,Tier 2,Supermarket Type1,1956.1204
Fruits and Vegetables,142.8786,OUT019,Tier 1,Grocery Store,433.4358
Fruits and Vegetables,63.2194,OUT019,Tier 1,Grocery Store,247.6776
Soft Drinks,161.1236,OUT018,Tier 3,Supermarket Type2,644.4944
Frozen Foods,97.7384,OUT010,Tier 3,Grocery Store,98.5384
Others,132.5284,OUT035,Tier 2,Supermarket Type1,1318.284
Frozen Foods,79.4302,OUT013,Tier 3,Supermarket Type1,1743.0644
Others,105.6938,OUT019,Tier 1,Grocery Store,214.3876
Snack Foods,88.283,OUT046,Tier 1,Supermarket Type1,1797.66
Dairy,182.5292,OUT013,Tier 3,Supermarket Type1,2736.438
Fruits and Vegetables,175.6054,OUT046,Tier 1,Supermarket Type1,2451.4756
Baking Goods,35.0874,OUT017,Tier 2,Supermarket Type1,352.874
Frozen Foods,125.5678,OUT027,Tier 3,Supermarket Type3,2543.356
Snack Foods,179.766,OUT018,Tier 3,Supermarket Type2,3056.022
Snack Foods,165.6868,OUT017,Tier 2,Supermarket Type1,3111.9492
Fruits and Vegetables,121.0072,OUT035,Tier 2,Supermarket Type1,2082.6224
Baking Goods,127.102,OUT027,Tier 3,Supermarket Type3,3415.554
Canned,254.7014,OUT035,Tier 2,Supermarket Type1,3570.0196
Snack Foods,65.7484,OUT013,Tier 3,Supermarket Type1,391.4904
Fruits and Vegetables,109.957,OUT027,Tier 3,Supermarket Type3,4504.137
Canned,113.8834,OUT049,Tier 1,Supermarket Type1,1382.2008
Baking Goods,233.6616,OUT049,Tier 1,Supermarket Type1,2577.9776
Snack Foods,90.3488,OUT049,Tier 1,Supermarket Type1,996.0368
Soft Drinks,94.0436,OUT045,Tier 2,Supermarket Type1,1134.5232
Baking Goods,195.3452,OUT013,Tier 3,Supermarket Type1,1761.7068
Baking Goods,241.8196,OUT046,Tier 1,Supermarket Type1,4097.3332
Frozen Foods,164.921,OUT049,Tier 1,Supermarket Type1,2609.936
Fruits and Vegetables,132.9284,OUT017,Tier 2,Supermarket Type1,3295.71
Dairy,242.9854,OUT018,Tier 3,Supermarket Type2,2175.1686
Household,181.466,OUT013,Tier 3,Supermarket Type1,3775.086
Health and Hygiene,111.6544,OUT017,Tier 2,Supermarket Type1,1565.9616
Snack Foods,112.9544,OUT017,Tier 2,Supermarket Type1,2908.2144
Snack Foods,221.5798,OUT013,Tier 3,Supermarket Type1,5509.495
Snack Foods,159.4578,OUT019,Tier 1,Grocery Store,160.4578
Fruits and Vegetables,118.4808,OUT018,Tier 3,Supermarket Type2,1640.5312
Snack Foods,164.8526,OUT027,Tier 3,Supermarket Type3,2631.2416
Snack Foods,183.8608,OUT035,Tier 2,Supermarket Type1,2572.6512
Baking Goods,43.3086,OUT027,Tier 3,Supermarket Type3,624.5204
Snack Foods,229.7668,OUT049,Tier 1,Supermarket Type1,3916.2356
Canned,215.5218,OUT027,Tier 3,Supermarket Type3,4915.6014
Fruits and Vegetables,40.8454,OUT013,Tier 3,Supermarket Type1,587.2356
Soft Drinks,179.7634,OUT018,Tier 3,Supermarket Type2,1817.634
Fruits and Vegetables,227.272,OUT027,Tier 3,Supermarket Type3,7017.532
Starchy Foods,39.4164,OUT018,Tier 3,Supermarket Type2,154.4656
Snack Foods,231.1984,OUT046,Tier 1,Supermarket Type1,5097.3648
Baking Goods,79.8644,OUT013,Tier 3,Supermarket Type1,785.644
Dairy,248.8092,OUT017,Tier 2,Supermarket Type1,5976.2208
Meat,242.9512,OUT013,Tier 3,Supermarket Type1,4847.024
Fruits and Vegetables,234.4958,OUT018,Tier 3,Supermarket Type2,1635.8706
Frozen Foods,172.4106,OUT049,Tier 1,Supermarket Type1,4277.765
Health and Hygiene,98.6384,OUT045,Tier 2,Supermarket Type1,1970.768
Health and Hygiene,62.5168,OUT049,Tier 1,Supermarket Type1,1534.0032
Fruits and Vegetables,186.7898,OUT010,Tier 3,Grocery Store,561.2694
Household,94.1462,OUT046,Tier 1,Supermarket Type1,832.9158
Hard Drinks,154.6998,OUT027,Tier 3,Supermarket Type3,3229.7958
Baking Goods,164.121,OUT017,Tier 2,Supermarket Type1,2773.057
Fruits and Vegetables,92.3488,OUT013,Tier 3,Supermarket Type1,1177.1344
Snack Foods,81.825,OUT019,Tier 1,Grocery Store,83.225
Dairy,256.0672,OUT013,Tier 3,Supermarket Type1,2045.3376
Health and Hygiene,264.8884,OUT017,Tier 2,Supermarket Type1,2914.8724
Soft Drinks,190.4188,OUT049,Tier 1,Supermarket Type1,952.094
Canned,41.548,OUT019,Tier 1,Grocery Store,79.896
Hard Drinks,175.2396,OUT018,Tier 3,Supermarket Type2,2093.2752
Fruits and Vegetables,186.8556,OUT013,Tier 3,Supermarket Type1,7322.4684
Breads,35.2874,OUT017,Tier 2,Supermarket Type1,388.1614
Meat,182.0608,OUT027,Tier 3,Supermarket Type3,7717.9536
Baking Goods,71.338,OUT045,Tier 2,Supermarket Type1,1098.57
Health and Hygiene,44.9086,OUT013,Tier 3,Supermarket Type1,802.9548
Hard Drinks,34.9532,OUT035,Tier 2,Supermarket Type1,539.298
Snack Foods,217.185,OUT010,Tier 3,Grocery Store,432.77
Meat,199.3426,OUT019,Tier 1,Grocery Store,395.4852
Soft Drinks,190.453,OUT010,Tier 3,Grocery Store,379.506
Health and Hygiene,150.9024,OUT010,Tier 3,Grocery Store,303.6048
Health and Hygiene,36.3506,OUT049,Tier 1,Supermarket Type1,872.8638
Breads,61.0194,OUT049,Tier 1,Supermarket Type1,1052.6298
Canned,140.2496,OUT017,Tier 2,Supermarket Type1,2681.8424
Household,144.947,OUT049,Tier 1,Supermarket Type1,3435.528
Dairy,194.2794,OUT049,Tier 1,Supermarket Type1,4291.7468
Meat,159.7578,OUT027,Tier 3,Supermarket Type3,641.8312
Household,190.853,OUT046,Tier 1,Supermarket Type1,4364.319
Fruits and Vegetables,114.8518,OUT046,Tier 1,Supermarket Type1,2163.1842
Snack Foods,229.4694,OUT035,Tier 2,Supermarket Type1,5937.6044
Health and Hygiene,98.4042,OUT049,Tier 1,Supermarket Type1,1388.8588
Canned,164.7184,OUT019,Tier 1,Grocery Store,495.3552
Others,83.9908,OUT019,Tier 1,Grocery Store,167.7816
Breads,193.3794,OUT017,Tier 2,Supermarket Type1,4291.7468
Breads,108.757,OUT035,Tier 2,Supermarket Type1,1867.569
Hard Drinks,229.9694,OUT049,Tier 1,Supermarket Type1,4567.388
Dairy,51.235,OUT019,Tier 1,Grocery Store,49.935
Baking Goods,165.5868,OUT027,Tier 3,Supermarket Type3,5404.9644
Meat,101.9674,OUT035,Tier 2,Supermarket Type1,1731.7458
Baking Goods,103.2332,OUT046,Tier 1,Supermarket Type1,1845.5976
Baking Goods,123.0072,OUT049,Tier 1,Supermarket Type1,1960.1152
Others,143.447,OUT018,Tier 3,Supermarket Type2,2290.352
Snack Foods,229.9694,OUT013,Tier 3,Supermarket Type1,4339.0186
Canned,179.4344,OUT027,Tier 3,Supermarket Type3,6066.7696
Frozen Foods,108.0912,OUT045,Tier 2,Supermarket Type1,1965.4416
Meat,98.4042,OUT010,Tier 3,Grocery Store,99.2042
Health and Hygiene,184.0608,OUT027,Tier 3,Supermarket Type3,6431.628
Baking Goods,122.4098,OUT027,Tier 3,Supermarket Type3,3735.8038
Frozen Foods,189.1214,OUT027,Tier 3,Supermarket Type3,2261.0568
Fruits and Vegetables,211.3586,OUT019,Tier 1,Grocery Store,422.1172
Soft Drinks,165.3158,OUT010,Tier 3,Grocery Store,334.2316
Frozen Foods,59.6904,OUT046,Tier 1,Supermarket Type1,937.4464
Fruits and Vegetables,62.9168,OUT035,Tier 2,Supermarket Type1,1086.5856
Dairy,98.3042,OUT019,Tier 1,Grocery Store,198.4084
Soft Drinks,147.3102,OUT019,Tier 1,Grocery Store,291.6204
Soft Drinks,111.286,OUT018,Tier 3,Supermarket Type2,2263.72
Frozen Foods,43.3454,OUT017,Tier 2,Supermarket Type1,922.7988
